Using options:
08048F24: warning: Unable to resolve imported reference !__gmon_start__.
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 type:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 type:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 type:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 type:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 type:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 type:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 type:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 type:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 type:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 typvariables_cmd: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x41dc00d0 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x41db8ca0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x41db77e0 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x41db7300 + 0x00255> in <filename unknown>:0 
code_cmd: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x41dc00d0 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x41db8ca0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x41db77e0 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x41db7300 + 0x00255> in <filename unknown>:0 
list_cmd: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x41dc00d0 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x41db8ca0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x41db77e0 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x41db7300 + 0x00255> in <filename unknown>:0 
clear_cmd: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x41dc00d0 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x41db8ca0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x41db77e0 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x41db7300 + 0x00255> in <filename unknown>:0 
divide_cmd: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x41dc00d0 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x41db8ca0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x41db77e0 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x41db7300 + 0x00255> in <filename unknown>:0 
find_more: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x41dc00d0 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x41db8ca0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x41db77e0 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x41db7300 + 0x00255> in <filename unknown>:0 
complex_func: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x41dc00d0 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x41db8ca0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x41db77e0 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x41db7300 + 0x00255> in <filename unknown>:0 
set_options: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x41dc00d0 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x41db8ca0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x41db77e0 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x41db7300 + 0x00255> in <filename unknown>:0 
push_cmd: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x41dc00d0 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x41db8ca0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x41db77e0 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x41db7300 + 0x00255> in <filename unknown>:0 
opt_es: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x41dc00d0 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x41db8ca0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x41db77e0 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x41db7300 + 0x00255> in <filename unknown>:0 
solve_cmd: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x41dc00d0 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x41db8ca0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x41db77e0 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x41db7300 + 0x00255> in <filename unknown>:0 
plot_cmd: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x41dc00d0 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x41db8ca0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x41db77e0 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x41db7300 + 0x00255> in <filename unknown>:0 
edit_sub: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x41dc00d0 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x41db8ca0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x41db77e0 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x41db7300 + 0x00255> in <filename unknown>:0 
display_cmd: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x41dc00d0 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x41db8ca0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x41db77e0 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x41db7300 + 0x00255> in <filename unknown>:0 
eliminate_cmd: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x41dc00d0 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x41db8ca0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x41db77e0 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x41db7300 + 0x00255> in <filename unknown>:0 
simplify_cmd: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x41dc00d0 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x41db8ca0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x41db77e0 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x41db7300 + 0x00255> in <filename unknown>:0 
calculate_cmd: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x41dc00d0 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x41db8ca0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x41db77e0 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x41db7300 + 0x00255> in <filename unknown>:0 
e:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 type:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 type:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 type:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 type:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 type:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 type:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 type:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 type:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 type:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 type:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 type:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 type:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 type:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 type:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 type:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 type:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b7org_recurse: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x41dc00d0 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x41db8ca0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x41db77e0 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x41db7300 + 0x00255> in <filename unknown>:0 
div_imaginary: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x41dc00d0 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x41db8ca0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x41db77e0 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x41db7300 + 0x00255> in <filename unknown>:0 
simp2_power: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x41dc00d0 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x41db8ca0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x41db77e0 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x41db7300 + 0x00255> in <filename unknown>:0 
simp_constant_power: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x41dc00d0 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x41db8ca0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x41db77e0 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x41db7300 + 0x00255> in <filename unknown>:0 
rationalize: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x41dc00d0 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x41db8ca0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x41db77e0 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x41db7300 + 0x00255> in <filename unknown>:0 
order_recurse: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x41dc00d0 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x41db8ca0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x41db77e0 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x41db7300 + 0x00255> in <filename unknown>:0 
elim_sign: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x41dc00d0 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x41db8ca0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x41db77e0 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x41db7300 + 0x00255> in <filename unknown>:0 
simp_pp: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x41dc00d0 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x41db8ca0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x41db77e0 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x41db7300 + 0x00255> in <filename unknown>:0 
compare_recurse: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x41dc00d0 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x41db8ca0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x41db77e0 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x41db7300 + 0x00255> in <filename unknown>:0 
elim_k: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x41dc00d0 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x41db8ca0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x41db77e0 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x41db7300 + 0x00255> in <filename unknown>:0 
const_recurse: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x41dc00d0 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x41db8ca0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x41db77e0 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x41db7300 + 0x00255> in <filename unknown>:0 
integer_root_simp: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x41dc00d0 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x41db8ca0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x41db77e0 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x41db7300 + 0x00255> in <filename unknown>:0 
factorv: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x41dc00d0 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x41db8ca0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x41db77e0 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x41db7300 + 0x00255> in <filename unknown>:0 
simp_ssub: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x41dc00d0 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x41db8ca0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x41db77e0 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x41db7300 + 0x00255> in <filename unknown>:0 
simpb_side: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x41dc00d0 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x41db8ca0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x41db77e0 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x41db7300 + 0x00255> in <filename unknown>:0 
simpa_side: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x41dc00d0 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x41db8ca0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x41db77e0 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x41db7300 + 0x00255> in <filename unknown>:0 
fpower_recurse: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x41dc00d0 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x41db8ca0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x41db77e0 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x41db7300 + 0x00255> in <filename unknown>:0 
7a5c561934e089 type:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 type:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 type:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 type:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 type:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 type:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 type:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 type:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 type:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 type:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 type:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 type:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 type:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 type:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 type:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 type:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 type:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorlib, Version=4.0.0.0, Culture=neutral,ftimes_recurse: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x41dc00d0 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x41db8ca0 + 0x00443> in <filename unknown>:0 
